,model,num_frames,params_M,flops_GF,latency_avg_ms,latency_p50_ms,latency_p95_ms,peak_mem_MB
241,MatrixDiT-G,16,231.562256,315.224788992,7.990204463712871,7.972910534590483,8.051919052377343,1385.23193359375
242,MatrixDiT-G,32,231.57864,621.360779264,8.20748262340203,8.118173980619758,8.2422950072214,1415.35693359375
243,MatrixDiT-G,64,231.611408,1236.199673856,9.193053301423788,9.12724551744759,9.172584977932274,1475.60693359375
244,MatrixDiT-G,128,231.676944,2476.145119232,16.8884119624272,16.86186296865344,16.889696940779686,1596.10693359375
245,MatrixDiT-G,256,231.808016,4997.106634752,32.11878839880228,32.09264751058072,32.16077201068401,1837.10693359375
246,MatrixDiT-G,8,232.4388,177.073836032,8.100730692967772,8.005705021787435,8.114040945656598,1376.01318359375
247,MatrixDiT-G,16,232.446992,344.618471424,8.092336733825505,8.064836030825973,8.147006970830262,1393.41943359375
248,MatrixDiT-G,32,232.463376,680.953450496,8.26739814132452,8.254799002315849,8.301057037897408,1428.41943359375
249,MatrixDiT-G,64,232.496144,1358.606241792,10.2703999215737,10.236321482807398,10.276876972056924,1499.16943359375
250,MatrixDiT-G,128,232.56168,2733.843156992,18.985956250689924,18.951074976939708,18.998765968717635,1643.66943359375
251,MatrixDiT-G,256,232.692752,5564.042317824,36.39335521264002,36.353288451209664,36.43191000446677,1944.66943359375
252,MatrixDiT-G,8,231.111696,155.179569152,7.951653001364321,7.933792483527213,8.044007001444697,1368.38818359375
253,MatrixDiT-G,16,231.119888,300.527947776,7.993454688694328,7.889644475653768,8.130754926241934,1383.45068359375
254,MatrixDiT-G,32,231.136272,591.564443648,8.248181974049658,8.165531035047024,8.432858972810209,1413.57568359375
255,MatrixDiT-G,64,231.16904,1174.996389888,8.714915905147791,8.689121983479708,8.751443936489522,1473.82568359375
256,MatrixDiT-G,128,231.234576,2347.296100352,15.691196520347148,15.652078029233962,15.762051101773976,1594.32568359375
257,MatrixDiT-G,256,231.365648,4713.638793216,30.011222867760807,29.989739996381104,30.09898797608912,1835.32568359375
258,DiT3D-M/2,8,230.19624,167.80955648,5.104730932507664,5.070668528787792,5.209950963035226,1382.09912109375
259,DiT3D-M/2,16,230.204432,361.2309504,5.318461230490357,5.220039980486035,5.334507906809449,1461.16162109375
260,DiT3D-M/2,32,230.220816,825.383149568,15.449919439852238,15.409027982968835,15.477836946956812,1765.28662109375
261,DiT3D-M/2,64,230.253584,2062.925193216,42.23390678409487,42.18072054209188,42.31383604928851,2949.53662109375
262,DiT3D-M/2,128,230.31912,5774.95986176,133.01462332718074,132.9658380127512,133.19388695526868,7622.03662109375
263,DiT3D-M/2,256,230.450192,18146.83152384,480.8345784572885,480.81090045161545,481.1646861489862,26183.03662109375
